title1_zh,title2_zh,label
喝酒应酬不用怕，大蒜加它让你酒量大增好几倍，醉酒喝它醒酒快,应酬喝酒不用怕，白醋和蒜兑点它2分钟可快速醒酒，让你千杯不醉,agreed
紫禁城中有座慈宁花园，游人最好不要在花园照相，原因让人冒冷汗,爱情总算有着落了，原来是他让人有点意外 34岁蒋欣发文公布恋情,unrelated
手机APP可“直连央行征信系统”？专家：其行为或涉嫌违法,「网警辟谣」个人征信APP可直联央行？权威辟谣了！,disagreed
兰渝铁路动车今日全线拉通试验 陇南即将迎来“高铁时代”,辟谣！“4月10日起张家口所有始发列车停运”消息非官方发布,unrelated
糖尿病最怕8种“天然克星”，日夜喝一点，消炎杀菌降血糖,糖尿病的“克星”，每天早晚吃几口，越吃血糖越平稳,unrelated
张继科已向景甜求婚？见完父母后景甜已戴上戒指，网友：好事将近,传闻张继科和景甜好事将近，景甜方出来辟谣,disagreed
它被称为神奇的菜中之果，是防癌抗癌的首选果蔬,农村这三种常见的野草，没想到是防癌抗癌的民间中药，你见过吗,unrelated
出事了！2018考研数学疑似泄题！,教育部辟谣：网传考研数学辅导视频泄题不实,disagreed
2018支付宝花呗套现24小时秒回,2018花呗套现怎么快速秒到账,unrelated
农村结婚农民还可领补贴，你知道吗？,好消息：现在农村人结婚国家有补贴，在手机上就能申请！,agreed
只因18万彩礼要去母女生命！,辟谣！网传一对母女因彩礼太多双双坠楼？真相是>>,disagreed
“滑膜炎”膝盖疼的上不了楼？农村一个常见蔬菜，用一个好一个！,农村艾叶这种巧妙做法专治：腰疼、膝盖疼、胜过老中医，谁用谁好,unrelated
太阳附近发现巨型黑色立方体状不明飞行物UFO,太阳附近发现比10个地球还大的巨型UFO，是想吸取太阳能量？,agreed
女子去游泳后怀孕了，医生说的话让大家哭笑不得,谣言：女生在泳池游泳，会怀孕吗？,disagreed
《微微一笑2》要开拍啦！网友：等不及了，猜猜男主角是谁？,吴昕深夜发文谈道别，要退出快乐大本营的节奏？,unrelated
清华大学教授竟在抖音写“江湖书法”,清华池，非清华大学[捂脸]清华美院辟谣：抖音上“射墨”的邵岩与我们无关,disagreed
2个月就把血糖从20+降到6，是这做到的，快来学习吧,2个月就把血糖从20+降到6，如何做到的？,agreed
振奋人心！贵阳地铁1号线有望10月1日全线开通 礼献国庆, 贵阳轨道交通1号线有媒体报10月1日全通？官方辟谣：不属实！,disagreed
在鞍山扫二维码能交违停罚款,网警辟谣！扫“二维码”可交违停罚款？假的,disagreed
老胡说事：2017年 全国标准，30年工龄，退休后你的养老金有多少,17年全国标准，30年工龄退休后能拿多少养老金,agreed
苹果挖走华为AI研发团队53人，赵明表示核心团队非常稳定！,华为AI工程师被苹果批量挖走是假新闻，荣耀总裁称纯属造谣,disagreed
传长安、东风、一汽合并后的新公司命名国汽集团,独家｜谣言！刘卫东否认“一汽、东风、长安合并”传闻,disagreed
双桥路发生枪战和劫持人质,成都双桥路发生枪战和劫持人质？不实信息，已辟谣！,disagreed
娱乐圈内又一对情侣承认分手，网友：鹿晗关晓彤早该分了,制片人辟谣鹿晗分手传闻，网友却不买账：日常炒作,disagreed
怎样才可以生男孩呢？生儿子秘方介绍,最新好孕，分享最简单有效的生男孩秘方，想要就来看吧,agreed
刘涛被传离婚？,曹大鹏提出离婚，没想到刘涛这么霸气回复曹大鹏,unrelated
网爆王思聪谈门当户对追求马化腾女儿，网友：换口味啦？,马化腾为女儿辟谣，暗讽王思聪！,disagreed
宣汉打母亲耳光女子河中溺亡,宣汉警方辟谣：打母亲耳光女子死亡系谣言 造谣者已被拘留,disagreed
大学生娶同学妈妈 年龄相差三十四岁,辟谣｜刷屏的“大学生娶同学妈妈”！原来全是这套路……,disagreed
日本网友爆出：旅行青蛙会死在途中，更可怕的是有可能被吃掉！,旅行青蛙会死是谣言 官方：放心你的蛙儿子无论如何都会回来的！,disagreed
林志玲的美照看着像是怀孕了？网友们纷纷不淡定啦！,打破皮草显老的谣言！第4渐变色的毛毛，姐姐穿着简直美翻了好么,unrelated
科学家在秘鲁发现巨大远古图案，竟是外星人的导航器,外星人猎人竟然在火星照片上发现神秘雕像,unrelated
大幂幂好拼！杨幂与黄子韬亲密拍吻戏,双唇距离太近！杨幂黄子韬拍吻戏十分亲密,agreed
智能医疗第一龙头沉睡4年，年利润暴增862%，4月或赶超华胜天成,电子制造第一龙头已觉醒，净利润暴增61倍，四月或将接力万兴科技,unrelated
100元感谢费骗孩子上车带路,给100元感谢费让小孩上车带路？别紧张这是谣言,disagreed
江苏常熟撤市改区,江苏常熟撤市改区？ 造谣！,disagreed
刘涛睡的“小鲜肉”曝光，原来是当红男星马天宇！有图为证！,刘涛睡小鲜肉是谣言？网友：我给刘涛本人道歉,disagreed
杭州下沙成艾滋病重灾区？谁再说把这条微信甩他脸上！,辟谣：滴血验癌不可能 马赛克疫苗不能阻止艾滋病,unrelated
徐州外卖小哥骑车时被耳机线割喉倒地？鲜血喷溅抽搐不止？,外卖小哥惨遭耳机线割喉？谣言一出各地网友都来争相“认领”……,disagreed
此人中国最牛的太监，能陪太后睡觉，还给他生了两个孩子,中国最牛的“太监”：不仅能陪太后睡觉，还给他生了两个孩子,agreed
李天一据传保释出狱，李双江之子重出江湖？,谣言！李天一将提前出狱，梦鸽春风满面,disagreed
呼吁接收难民的姚晨该骂吗，不接收是否狭隘？看王总咋说！,呼吁中国接受难民？姚晨今日发声明：这是谣言,unrelated
焦点：伴随事业单位改革，职工的工资会涨吗？,网传教师或将全面取消编制？谣言不可信,unrelated
暴雨过后四川金堂紧急外聘街道消毒人员,暴雨过后金堂紧急外聘街道消毒人员？成都网警辟谣：假消息！,disagreed
成温邛快速路预计月底全线通车 限速80公里/小时,辟谣！许鄢快速路限速60，而非80！请勿以讹传讹！扩散减少扣分罚款！,disagreed
「以案释法」独生子女就一定能继承父母的全部财产？大错！,独生子女就一定能继承父母的全部财产？大错！,agreed
助阳，养肾，“肾”真的很重要，但是有一点被中医误导了！,腰疼就是有肾病？不要让谣言误导了你的判断！,unrelated
佳木斯穿着和尚服的人上门推销香皂等商品，你一闻就晕,遵义网警辟谣：桐梓来了一批人换上和尚服推销香皂，闻一下就晕倒？谣言！,unrelated
90后小伙毕业3年买下宝马，但朋友没几个看得起他,夏季懒人减肥法，每天一杯，美颜瘦身，体内燃尽脂肪,unrelated
支付宝新规：借款入口今天关闭，支付宝这是要干什么？要倒闭了！,口碑的支付宝入口要被饿了么取代？回应：谣言,unrelated
安东尼逼宫：送我去火箭！超级射手换来第三巨头，安灯泡组合成型,雷霆三巨头不和谣言一战告破！重回西部前六已寻回致胜钥匙,unrelated
苹果挖走华为AI研发团队53人，赵明表示核心团队非常稳定！,荣耀总裁辟谣AI工程师被苹果挖走：纯属造谣,disagreed
榴莲不能和什么一起吃：榴莲食用禁忌小tips 不宜配酒食用,不能和榴莲一起吃的食物,agreed
哪些食物不宜同食？食物相克大全！邀您参考！,螃蟹和柿子不能同食？苹果皮有蜡不能吃？这12大食物谣言别再信了,unrelated
热点扫一扫 成都某高校一个班出15对情侣 毕业旅行变集体婚礼,虐狗新境界！一高校全班15对情侣，毕业旅行变集体婚礼,agreed
小男孩狂犬病发作 狰狞学狗叫令人揪心！,谣言！被狗咬会学狗叫，你真的了解狂犬病吗？,disagreed
南宁交警在塑料防震桶内置摄像头,南宁交警发明偷拍神器，塑料防震桶内置摄像头？交警辟谣：假的！,disagreed
王菲谢霆锋奉子成婚，张柏芝的大儿子说了一句话，让人泪奔！,王菲谢霆锋奉子成婚，张柏芝一句话感慨，令人泪目,agreed
2018新交规：喝酒没开车也算酒驾，同样扣分罚款,交警辟谣丨酒后在车内休息到底算不算酒驾？,disagreed
如果孕妇出现这几种特征，很有可能怀男孩，想要男孩的注意了！,孕期有这5个特征，暗示你怀男宝可能性很大，快来对照下吧！,agreed
糖尿病不要慌，三个鸡蛋加它，轻松治好糖尿病，用一个好一个！,农村偏方治好6年糖尿病，只需一个鸡蛋一个葱，快速降血糖,agreed
清远大学城女生被强行掳走上车,遵义网警辟谣：正安一男子当街挥刀砍断一女子手臂？真相并非如此,unrelated
满仓搞：又一太阳电缆，遭主力资金296亿锁仓，买入必赚！,主力瞒天过海，此股遭700亿资金暗中抢筹，将冲击突破太阳电缆,agreed
确定了！《微微一笑很倾城2》女主不是郑爽，而是她,泡脚水里放一小把它，可以逼出20年湿毒！腰细了，小肚子也平了！,unrelated
吴奇隆刘诗诗被曝离婚？卓伟和男方工作人员都回应了,听说，他们离婚了 刘诗诗和吴奇隆,agreed
PDD得了恶性肝癌,辟谣！PDD并没有得肝癌！带节奏的媒体长点心吧,disagreed
真的是好人不长命，祸害遗千年，雷神这次又被自己老弟给坑了,第462章：好人不长命，祸害遗千年,agreed
开车如果不认识这4种摄像头，给你100分也不够扣,交警忠告：8月15日起不认识这3种摄像头？100分都不够扣！,agreed
爆红网络史上最黑婴儿，连五官都看不清！,他是世界上最黑的婴儿，如今已经2岁，但还是黑的看不清五官,unrelated
星巴克致癌？快给我来杯咖啡压压惊！,从咖啡致癌谣言看到，蠢货比丙烯酰胺更致命！,disagreed
您还在为资金烦恼?教你京东白条提现和花呗套现方法秘籍,花呗套现指导方法，花呗提现如何安全靠谱 京东白条套现,agreed
天宫一号会不会失控撞地球，全世界都关注着,失控？天宫一号将撞向地球？假的！比谣言更令人寒心的事,disagreed
小米开始造汽车了？售价不到四万！网友：雷总赶紧造房子,近日，小米发言人公开对这一传闻进行了否认，发言人在微博上写道：关于近日网上部分自媒体有关“小米造车”的传闻，现做如下澄清说明：小米目前没有任何汽车制造的计划，也没有这样的打算，望周知。,disagreed
成都大熊猫繁育研究基地：披着爱大熊猫的皮，却干着虐大熊猫的事,网传“大熊猫受到虐待” 成都大熊猫繁育研究基地辟谣,disagreed
每天五分钟，瘦掉30斤，传统快速减肥偏方，健康不伤身,中医减肥小秘方，早上做一遍这个动作，快速减肥还不伤身,unrelated
河北省今年高考700分以上157个，连加分共168个，700分都上不了北大清华,「辟谣」谣言又来了！高考700分都上不了清华北大？,disagreed
100元感谢费骗孩子上车带路,不要信谣传谣 巴中现“100元感谢费骗孩子上车带路”？是谣言,disagreed
王思聪为什么要百万悬赏寻找王可可 王可可的微博地址曝光,辟谣！580万悬赏寻找丢失孩子？别信！那是公众号营销,unrelated
王者荣耀 13888百里守约免费兑换攻略 时间要抓紧了啊,王者荣耀官方辟谣：百里守约只有一种获取方式！免费不存在的！,unrelated
代言博彩公司 与AV女优合照！保利尼奥即将被驱逐出境？,保利尼奥恐被驱逐出境：与女优合影代言博彩,agreed
红庙路交叉口小孩被抱走,一周就见效，美白又淡斑的小妙招,unrelated
心心念念的大闸蟹 蟹黄会致癌？,吃蟹黄致癌？吃蟹季，这4个部位千万别碰！,unrelated
18岁少女车祸离世，连续几天托梦给父亲，最终决定令人心痛,17岁少女车祸离世，连续托梦给父亲，父亲最好的决定让人心痛,agreed
洋葱和此物一块吃，血脂血栓全溶光，高血压“克星”，终于被发现,洋葱和它一起吃，血脂血栓全溶光，高血压的“克星”终于被发现,agreed
李天一获超快减刑提前6年出狱，梦鸽满面春光,李天一提前6年出狱？北京监狱通报辟谣，表示仍在服刑中,disagreed
中央气象台8月28日下午发布全国大范围暴雨来袭，北方降温,中央气象台：30~10月2日，全国降雨预报，大雨暴雨再度来袭,agreed
出身名门的她，曾与小虎队齐名，被蒋勤勤插足婚姻，后抑郁自杀,又一位明星抑郁症离世！曾遭蒋勤勤插足离婚,agreed
